source_row,dataset_id,food_name,category,before_filename,before_mass_g,after_filename,after_mass_g,observer_score,status,reason
440,452,Tahu bumbu kecap,026,026_496_DSC_0156_bef.JPG,40,026_496_DSC_0210_aft.JPG,26,4,matched_valid,
441,453,Tahu bumbu kecap,026,026_497_DSC_0150_bef.JPG,36,026_497_DSC_0198_aft.JPG,0,7,matched_valid,
442,454,Tempe bb Kuning,027,027_401_DSC_0270_bef.JPG,37,027_401_DSC_0324_aft.JPG,4,6,matched_valid,
443,456,Tempe bb Kuning,027,027_404_DSC_0272_bef.JPG,66,027_404_DSC_0306_aft.JPG,33,4,matched_valid,
444,457,Tempe bb Kuning,027,027_405_DSC_0276_bef.JPG,55,027_405_DSC_0303_aft.JPG,0,7,matched_valid,
445,458,Tempe goreng,028,028_403_DSC_0283_bef.JPG,33,028_403_DSC_0341_aft.JPG,0,7,matched_valid,
446,459,Tempe goreng,028,028_406_DSC_0285_bef.JPG,48,028_406_DSC_0317_aft.JPG,48,1,matched_valid,
447,460,Tempe goreng,028,028_498_DSC_0224_bef.JPG,24,028_498_DSC_0273_aft.JPG,25,1,matched_excluded,after_mass_exceeds_before_mass
448,461,Tempe goreng,028,028_499_DSC_0251_bef.JPG,28,028_499_DSC_0304_aft.JPG,0,7,matched_valid,
449,462,Tempe goreng,028,028_500_DSC_0254_bef.JPG,28,028_500_DSC_0308_aft.JPG,0,7,matched_valid,
450,463,Tempe goreng,028,028_501_DSC_0261_bef.JPG,34,028_501_DSC_0270_aft.JPG,32,1,matched_valid,
451,464,Tempe bumbu bacem,029,029_407_DSC_0371_bef.JPG,30,029_407_DSC_0422_aft.JPG,9,5,matched_valid,
452,465,Tempe bumbu bacem,029,029_408_DSC_0374_bef.JPG,28,029_408_DSC_0415_aft.JPG,0,7,matched_valid,
453,466,Tempe bumbu bacem,029,029_409_DSC_0354_bef.JPG,34,029_409_DSC_0389_aft.JPG,32,1,matched_valid,
454,467,Tempe bumbu bacem,029,029_410_DSC_0352_bef.JPG,32,029_410_DSC_0418_aft.JPG,0,7,matched_valid,
455,468,Tempe bumbu bacem,029,029_411_DSC_0356_bef.JPG,31,029_411_DSC_0395_aft.JPG,32,1,matched_excluded,after_mass_exceeds_before_mass
456,469,Tempe bumbu bacem,029,029_412_DSC_0366_bef.JPG,30,029_412_DSC_0407_aft.JPG,32,1,matched_excluded,after_mass_exceeds_before_mass
457,470,Tempe bumbu bacem,029,029_413_DSC_0364_bef.JPG,38,029_413_DSC_0403_aft.JPG,0,7,matched_valid,
458,471,Tempe bumbu bacem,029,029_414_DSC_0358_bef.JPG,36,029_414_DSC_0398_aft.JPG,0,7,matched_valid,
459,472,Tempe bumbu bacem,029,029_415_DSC_0362_bef.JPG,36,029_415_DSC_0386_aft.JPG,16,1,matched_valid,
460,474,Tempe bumbu bacem,029,029_445_DSC_0720_bef.JPG,37,029_445_DSC_0808_aft.JPG,0,7,matched_valid,
461,475,Tempe bumbu bacem,029,029_446_DSC_0734_bef.JPG,44,029_446_DSC_0789_aft.JPG,0,7,matched_valid,
462,476,Tempe bumbu bacem,029,029_447_DSC_0340_bef.JPG,32,029_447_DSC_0784_aft.JPG,0,7,matched_valid,
463,477,Tempe bumbu bacem,029,029_448_DSC_0703_bef.JPG,43,029_448_DSC_0759_aft.JPG,0,7,matched_valid,
464,478,Tempe bumbu bacem,029,029_449_DSC_0714_bef.JPG,48,029_449_DSC_0776_aft.JPG,0,7,matched_valid,
465,479,Tempe bumbu bacem,029,029_450_DSC_0723_bef.JPG,33,029_450_DSC_0793_aft.JPG,29,2,matched_valid,
466,480,Tempe bumbu bacem,029,029_451_DSC_0726_bef.JPG,42,029_451_DSC_0801_aft.JPG,0,7,matched_valid,
467,481,Tempe bumbu bacem,029,029_452_DSC_0709_bef.JPG,41,029_452_DSC_0766_aft.JPG,41,1,matched_valid,
468,482,Tempe bumbu bacem,029,029_453_DSC_0736_bef.JPG,43,029_453_DSC_0779_aft.JPG,0,7,matched_valid,
469,483,Tempe bumbu bacem,029,029_454_DSC_0704_bef.JPG,51,029_454_DSC_0772_aft.JPG,22,3,matched_valid,
470,484,Tempe bumbu bacem,029,029_455_DSC_0707_bef.JPG,34,029_455_DSC_0776_aft.JPG,2,6,matched_valid,
471,485,Tempe bumbu bacem,029,029_502_DSC_0227_bef.JPG,37,029_502_DSC_0280_aft.JPG,0,7,matched_valid,
472,486,Tempe bumbu bacem,029,029_503_DSC_0237_bef.JPG,37,029_503_DSC_0289_aft.JPG,0,7,matched_valid,
473,487,Tempe bumbu bacem,029,029_504_DSC_0232_bef.JPG,36,029_504_DSC_0299_aft.JPG,0,7,matched_valid,
474,488,Tempe bumbu bacem,029,029_505_DSC_0241_bef.JPG,40,029_505_DSC_0286_aft.JPG,0,7,matched_valid,
475,489,Tempe bumbu bacem,029,029_506_DSC_0259_bef.JPG,36,029_506_DSC_0266_aft.JPG,36,1,matched_valid,
476,490,Tempe bumbu bacem,029,029_537_DSC_0620_bef.JPG,32,029_537_DSC_0637_aft.JPG,20,4,matched_valid,
477,491,Tempe bumbu bacem,029,029_538_DSC_0622_bef.JPG,42,029_538_DSC_0642_aft.JPG,0,7,matched_valid,
478,492,Tempe bumbu bacem,029,029_539_DSC_0612_bef.JPG,36,029_539_DSC_0633_aft.JPG,9,6,matched_valid,
479,493,Tahu bulat,030,030_426_DSC_0555_bef.JPG,19,030_426_DSC_0583_aft.JPG,0,7,matched_valid,
480,494,Tahu bulat,030,030_427_DSC_0559_bef.JPG,20,030_427_DSC_0577_aft.JPG,0,7,matched_valid,
481,495,Tahu bulat,030,030_428_DSC_0524_bef.JPG,15,030_428_DSC_0572_aft.JPG,2,6,matched_valid,
482,496,Tahu bulat,030,030_431_DSC_0527_bef.JPG,18,030_431_DSC_0529_aft.JPG,18,1,matched_valid,
483,497,Tahu bulat,030,030_516_DSC_0407_bef.JPG,18,030_516_DSC_0486_aft.JPG,2,7,matched_valid,
484,498,Tahu bulat,030,030_517_DSC_0405_bef.JPG,16,030_517_DSC_0482_aft.JPG,16,1,matched_valid,
485,499,Tahu bulat,030,030_518_DSC_0403_bef.JPG,16,030_518_DSC_0481_aft.JPG,0,7,matched_valid,
486,500,Tahu bulat,030,030_519_DSC_0409_bef.JPG,17,030_519_DSC_0454_aft.JPG,17,1,matched_valid,
487,501,Tahu bulat,030,030_520_DSC_0427_bef.JPG,19,030_520_DSC_0493_aft.JPG,19,1,matched_valid,
488,502,Tahu bulat,030,030_521_DSC_0431_bef.JPG,19,030_521_DSC_0496_aft.JPG,9,5,matched_valid,
489,503,Tahu bulat,030,030_525_DSC_0418_bef.JPG,19,030_525_DSC_0462_aft.JPG,19,1,matched_valid,
490,504,Orek tempe,031,031_433_DSC_0633_bef.JPG,27,031_433_DSC_0689_aft.JPG,27,1,matched_valid,
491,505,Orek tempe,031,031_434_DSC_0616_bef.JPG,29,031_434_DSC_0656_aft.JPG,28,1,matched_valid,
492,506,Orek tempe,031,031_435_DSC_0621_bef.JPG,28,031_435_DSC_0659_aft.JPG,0,7,matched_valid,
493,507,Orek tempe,031,031_436_DSC_0618_bef.JPG,27,031_436_DSC_0662_aft.JPG,20,7,matched_valid,
494,508,Orek tempe,031,031_437_DSC_0626_bef.JPG,30,031_437_DSC_0671_aft.JPG,16,5,matched_valid,
495,509,Orek tempe,031,031_438_DSC_0609_bef.JPG,30,031_438_DSC_0693_aft.JPG,10,4,matched_valid,
496,510,Orek tempe,031,031_439_DSC_0614_bef.JPG,26,031_439_DSC_0690_aft.JPG,0,7,matched_valid,
497,511,Orek tempe,031,031_440_DSC_0602_bef.JPG,35,031_440_DSC_0665_aft.JPG,0,7,matched_valid,
498,512,Orek tempe,031,031_441_DSC_0623_bef.JPG,35,031_441_DSC_0683_aft.JPG,28,4,matched_valid,
499,513,Orek tempe,031,031_442_DSC_0628_bef.JPG,31,031_442_DSC_0675_aft.JPG,0,7,matched_valid,
500,514,Orek tempe,031,031_443_DSC_0630_bef.JPG,27,031_443_DSC_0680_aft.JPG,21,4,matched_valid,
501,515,Orek tempe,031,031_526_DSC_0541_bef.JPG,32,031_526_DSC_0590_aft.JPG,32,1,matched_valid,
502,516,Orek tempe,031,031_527_DSC_0538_bef.JPG,20,031_527_DSC_0593_aft.JPG,19,4,matched_valid,
503,517,Orek tempe,031,031_528_DSC_0536_bef.JPG,26,031_528_DSC_0596_aft.JPG,0,7,matched_valid,
504,518,Orek tempe,031,031_529_DSC_0524_bef.JPG,22,031_529_DSC_0579_aft.JPG,0,7,matched_valid,
505,519,Orek tempe,031,031_530_DSC_0522_bef.JPG,26,031_530_DSC_0583_aft.JPG,0,7,matched_valid,
506,520,Orek tempe,031,031_531_DSC_0502_bef.JPG,32,031_531_DSC_0565_aft.JPG,0,7,matched_valid,
507,521,Orek tempe,031,031_532_DSC_0508_bef.JPG,39,031_532_DSC_0558_aft.JPG,29,4,matched_valid,
508,522,Orek tempe,031,031_533_DSC_0505_bef.JPG,41,031_533_DSC_0555_aft.JPG,0,7,matched_valid,
509,523,Orek tempe,031,031_534_DSC_0511_bef.JPG,30,031_534_DSC_0577_aft.JPG,13,5,matched_valid,
510,524,Orek tempe,031,031_535_DSC_0513_bef.JPG,30,031_535_DSC_0568_aft.JPG,1,6,matched_valid,
511,525,Orek tempe,031,031_536_DSC_0520_bef.JPG,28,031_536_DSC_0599_aft.JPG,8,6,matched_valid,
512,526,dadar jagung kukus,032,032_462_DSC_0830_bef.JPG,30,032_462_DSC_0906_aft.JPG,30,1,matched_valid,
513,527,dadar jagung kukus,032,032_463_DSC_0844_bef.JPG,35,032_463_DSC_0888_aft.JPG,0,1,matched_valid,
514,529,dadar jagung kukus,032,032_465_DSC_0853_bef.JPG,34,032_465_DSC_0896_aft.JPG,11,5,matched_valid,
515,530,Oseng Tahu,033,033_466_DSC_0936_bef.JPG,37,033_466_DSC_0975_aft.JPG,0,2,matched_valid,
516,531,Oseng Tahu,033,033_467_DSC_0950_bef.JPG,35,033_467_DSC_0979_aft.JPG,2,6,matched_valid,
517,532,Oseng Tahu,033,033_468_DSC_0959_bef.JPG,37,033_468_DSC_0983_aft.JPG,27,4,matched_valid,
518,533,Oseng Tahu,033,033_469_DSC_0957_bef.JPG,44,033_469_DSC_0986_aft.JPG,27,3,matched_valid,
519,534,Oseng Tahu,033,033_470_DSC_0919_bef.JPG,42,033_470_DSC_0992_aft.JPG,19,5,matched_valid,
520,535,Oseng Tahu,033,033_471_DSC_0969_bef.JPG,63,033_471_DSC_1002_aft.JPG,34,4,matched_valid,
521,536,Oseng Tahu,033,033_472_DSC_0967_bef.JPG,32,033_472_DSC_0011_aft.JPG,23,2,matched_valid,
522,537,Oseng Tahu,033,033_473_DSC_0929_bef.JPG,34,033_473_DSC_0007_aft.JPG,0,7,matched_valid,
523,538,Oseng Tahu,033,033_474_DSC_0933_bef.JPG,44,033_474_DSC_0998_aft.JPG,42,1,matched_valid,
524,539,Oseng Tahu,033,033_475_DSC_0941_bef.JPG,43,033_475_DSC_1007_aft.JPG,23,4,matched_valid,
525,540,Oseng Tahu,033,033_476_DSC_0947_bef.JPG,57,033_476_DSC_1012_aft.JPG,41,3,matched_valid,
526,541,Bening kangkung labu siam,034,034_540_DSC_0017_bef.JPG,34,034_540_DSC_0033_aft.JPG,32,1,missing_image,"missing:034_540_DSC_0017_bef.JPG,034_540_DSC_0033_aft.JPG"
527,542,Bening kangkung labu siam,034,034_567_DSC_0380_bef.JPG,53,034_567_DSC_0420_aft.JPG,55,1,missing_image,"missing:034_567_DSC_0380_bef.JPG,034_567_DSC_0420_aft.JPG"
528,543,Bening kangkung labu siam,034,034_568_DSC_0381_bef.JPG,52,034_568_DSC_0412_aft.JPG,2,6,missing_image,"missing:034_568_DSC_0381_bef.JPG,034_568_DSC_0412_aft.JPG"
529,544,Bening kangkung labu siam,034,034_569_DSC_0379_bef.JPG,46,034_569_DSC_0390_aft.JPG,2,6,missing_image,"missing:034_569_DSC_0379_bef.JPG,034_569_DSC_0390_aft.JPG"
530,545,Bening kangkung labu siam,034,034_570_DSC_0378_bef.JPG,32,034_570_DSC_0419_aft.JPG,0,7,missing_image,"missing:034_570_DSC_0378_bef.JPG,034_570_DSC_0419_aft.JPG"
531,546,Bening kangkung labu siam,034,034_571_DSC_0377_bef.JPG,48,034_571_DSC_0392_aft.JPG,40,3,missing_image,"missing:034_571_DSC_0377_bef.JPG,034_571_DSC_0392_aft.JPG"
532,547,Bening kangkung labu siam,034,034_572_DSC_0382_bef.JPG,40,034_572_DSC_0406_aft.JPG,35,1,missing_image,"missing:034_572_DSC_0382_bef.JPG,034_572_DSC_0406_aft.JPG"
533,548,Bening kangkung labu siam,034,034_573_DSC_0383_bef.JPG,52,034_573_DSC_0401_aft.JPG,13,4,missing_image,"missing:034_573_DSC_0383_bef.JPG,034_573_DSC_0401_aft.JPG"
534,549,Bening kangkung labu siam,034,034_574_DSC_0376_bef.JPG,41,034_574_DSC_0400_aft.JPG,0,7,missing_image,"missing:034_574_DSC_0376_bef.JPG,034_574_DSC_0400_aft.JPG"
535,550,Bening kangkung labu siam,034,034_575_DSC_0369_bef.JPG,49,034_575_DSC_0384_aft.JPG,39,2,missing_image,"missing:034_575_DSC_0369_bef.JPG,034_575_DSC_0384_aft.JPG"
536,551,Bening kangkung labu siam,034,034_626_DSC_0943_bef.JPG,75,034_626_DSC_0976_aft.JPG,0,7,missing_image,"missing:034_626_DSC_0943_bef.JPG,034_626_DSC_0976_aft.JPG"
537,553,Bening kangkung labu siam,034,034_630_DSC_0971_bef.JPG,60,034_630_DSC_0994_aft.JPG,41,3,missing_image,"missing:034_630_DSC_0971_bef.JPG,034_630_DSC_0994_aft.JPG"
538,554,Bening kangkung labu siam,034,034_631_DSC_0973_bef.JPG,48,034_631_DSC_1001_aft.JPG,50,3,missing_image,"missing:034_631_DSC_0973_bef.JPG,034_631_DSC_1001_aft.JPG"
539,555,Bening kangkung labu siam,034,034_632_DSC_0972_bef.JPG,68,034_632_DSC_0013_aft.JPG,34,1,missing_image,"missing:034_632_DSC_0972_bef.JPG,034_632_DSC_0013_aft.JPG"
540,556,Bening kangkung labu siam,034,034_633_DSC_0952_bef.JPG,57,034_633_DSC_0005_aft.JPG,28,4,missing_image,"missing:034_633_DSC_0952_bef.JPG,034_633_DSC_0005_aft.JPG"
541,557,Bening kangkung labu siam,034,034_634_DSC_0955_bef.JPG,61,034_634_DSC_1006_aft.JPG,41,1,missing_image,"missing:034_634_DSC_0955_bef.JPG,034_634_DSC_1006_aft.JPG"
542,558,Bening kangkung labu siam,034,034_635_DSC_0954_bef.JPG,56,034_635_DSC_0003_aft.JPG,13,4,missing_image,"missing:034_635_DSC_0954_bef.JPG,034_635_DSC_0003_aft.JPG"
543,559,Bobor Bayam,035,035_541_DSC_0061_bef.JPG,37,035_541_DSC_0105_aft.JPG,16,4,missing_image,"missing:035_541_DSC_0061_bef.JPG,035_541_DSC_0105_aft.JPG"
544,560,Bobor Bayam,035,035_542_DSC_0072_bef.JPG,35,035_542_DSC_0096_aft.JPG,35,1,missing_image,"missing:035_542_DSC_0072_bef.JPG,035_542_DSC_0096_aft.JPG"
545,561,Bobor Bayam,035,035_543_DSC_0073_bef.JPG,55,035_543_DSC_0098_aft.JPG,1,7,missing_image,"missing:035_543_DSC_0073_bef.JPG,035_543_DSC_0098_aft.JPG"
546,562,Bobor Bayam,035,035_544_DSC_0053_bef.JPG,37,035_544_DSC_0086_aft.JPG,36,2,missing_image,"missing:035_544_DSC_0053_bef.JPG,035_544_DSC_0086_aft.JPG"
547,563,Bobor Bayam,035,035_545_DSC_0052_bef.JPG,48,035_545_DSC_0079_aft.JPG,10,6,missing_image,"missing:035_545_DSC_0052_bef.JPG,035_545_DSC_0079_aft.JPG"
548,564,Bobor Bayam,035,035_546_DSC_0054_bef.JPG,45,035_546_DSC_0089_aft.JPG,40,1,missing_image,"missing:035_546_DSC_0054_bef.JPG,035_546_DSC_0089_aft.JPG"
549,565,Bobor Bayam,035,035_547_DSC_0042_bef.JPG,48,035_547_DSC_0074_aft.JPG,52,1,missing_image,"missing:035_547_DSC_0042_bef.JPG,035_547_DSC_0074_aft.JPG"
550,566,Bobor Bayam,035,035_548_DSC_0044_bef.JPG,33,035_548_DSC_0102_aft.JPG,1,7,missing_image,"missing:035_548_DSC_0044_bef.JPG,035_548_DSC_0102_aft.JPG"
551,567,Soto Soun Kentang,036,036_549_DSC_0143_bef.JPG,15,036_549_DSC_0164_aft.JPG,17,1,missing_image,"missing:036_549_DSC_0143_bef.JPG,036_549_DSC_0164_aft.JPG"
552,568,Soto Soun Kentang,036,036_550_DSC_0156_bef.JPG,18,036_550_DSC_0168_aft.JPG,0,7,missing_image,"missing:036_550_DSC_0156_bef.JPG,036_550_DSC_0168_aft.JPG"
553,569,Soto Soun Kentang,036,036_551_DSC_0161_bef.JPG,16,036_551_DSC_0173_aft.JPG,16,1,missing_image,"missing:036_551_DSC_0161_bef.JPG,036_551_DSC_0173_aft.JPG"
554,570,Sayur Asam Labu Siam kacang Panjang,037,037_552_DSC_0182_bef.JPG,33,037_552_DSC_0258_aft.JPG,33,1,missing_image,"missing:037_552_DSC_0182_bef.JPG,037_552_DSC_0258_aft.JPG"
555,571,Sayur Asam Labu Siam kacang Panjang,037,037_553_DSC_0196_bef.JPG,43,037_553_DSC_0230_aft.JPG,13,5,missing_image,"missing:037_553_DSC_0196_bef.JPG,037_553_DSC_0230_aft.JPG"
556,572,Sayur Asam Labu Siam kacang Panjang,037,037_554_DSC_0187_bef.JPG,44,037_554_DSC_0237_aft.JPG,20,4,missing_image,"missing:037_554_DSC_0187_bef.JPG,037_554_DSC_0237_aft.JPG"
557,573,Sayur Asam Labu Siam kacang Panjang,037,037_555_DSC_0200_bef.JPG,34,037_555_DSC_0240_aft.JPG,11,5,missing_image,"missing:037_555_DSC_0200_bef.JPG,037_555_DSC_0240_aft.JPG"
558,574,Sayur Asam Labu Siam kacang Panjang,037,037_556_DSC_0215_bef.JPG,37,037_556_DSC_0255_aft.JPG,17,4,missing_image,"missing:037_556_DSC_0215_bef.JPG,037_556_DSC_0255_aft.JPG"
559,575,Sayur Asam Labu Siam kacang Panjang,037,037_557_DSC_0197_bef.JPG,44,037_557_DSC_0224_aft.JPG,0,7,missing_image,"missing:037_557_DSC_0197_bef.JPG,037_557_DSC_0224_aft.JPG"
560,576,Sayur Asam Labu Siam kacang Panjang,037,037_558_DSC_0195_bef.JPG,42,037_558_DSC_0231_aft.JPG,0,7,missing_image,"missing:037_558_DSC_0195_bef.JPG,037_558_DSC_0231_aft.JPG"
561,577,Sayur Asam Labu Siam kacang Panjang,037,037_559_DSC_0217_bef.JPG,47,037_559_DSC_0243_aft.JPG,7,5,missing_image,"missing:037_559_DSC_0217_bef.JPG,037_559_DSC_0243_aft.JPG"
562,578,Sayur Asam Labu Siam kacang Panjang,037,037_560_DSC_0220_bef.JPG,47,037_560_DSC_0249_aft.JPG,9,6,missing_image,"missing:037_560_DSC_0220_bef.JPG,037_560_DSC_0249_aft.JPG"
563,579,Sayur Asam Labu Siam kacang Panjang,037,037_561_DSC_0288_bef.JPG,55,037_561_DSC_0325_aft.JPG,35,2,missing_image,"missing:037_561_DSC_0288_bef.JPG,037_561_DSC_0325_aft.JPG"
564,580,Sayur Asam Labu Siam kacang Panjang,037,037_562_DSC_0286_bef.JPG,59,037_562_DSC_0301_aft.JPG,0,7,missing_image,"missing:037_562_DSC_0286_bef.JPG,037_562_DSC_0301_aft.JPG"
565,581,Sayur Asam Labu Siam kacang Panjang,037,037_564_DSC_0287_bef.JPG,60,037_564_DSC_0305_aft.JPG,41,4,missing_image,"missing:037_564_DSC_0287_bef.JPG,037_564_DSC_0305_aft.JPG"
566,582,Sayur Asam Labu Siam kacang Panjang,037,037_565_DSC_0289_bef.JPG,41,037_565_DSC_0321_aft.JPG,27,6,missing_image,"missing:037_565_DSC_0289_bef.JPG,037_565_DSC_0321_aft.JPG"
567,583,Sayur Asam Labu Siam kacang Panjang,037,037_660_DSC_0262_bef.JPG,39,037_660_DSC_0271_aft.JPG,0,7,missing_image,"missing:037_660_DSC_0262_bef.JPG,037_660_DSC_0271_aft.JPG"
568,584,Sayur Asam Labu Siam kacang Panjang,037,037_661_DSC_0244_bef.JPG,69,037_661_DSC_0281_aft.JPG,19,7,missing_image,"missing:037_661_DSC_0244_bef.JPG,037_661_DSC_0281_aft.JPG"
569,585,Sayur Asam Labu Siam kacang Panjang,037,037_662_DSC_0245_bef.JPG,49,037_662_DSC_0288_aft.JPG,6,7,missing_image,"missing:037_662_DSC_0245_bef.JPG,037_662_DSC_0288_aft.JPG"
570,586,Sayur Asam Labu Siam kacang Panjang,037,037_663_DSC_0246_bef.JPG,55,037_663_DSC_0295_aft.JPG,1,7,missing_image,"missing:037_663_DSC_0246_bef.JPG,037_663_DSC_0295_aft.JPG"
571,587,Sayur Asam Labu Siam kacang Panjang,037,037_664_DSC_0247_bef.JPG,44,037_664_DSC_0287_aft.JPG,44,1,missing_image,"missing:037_664_DSC_0247_bef.JPG,037_664_DSC_0287_aft.JPG"
572,588,Sayur Asam Labu Siam kacang Panjang,037,037_665_DSC_0263_bef.JPG,48,037_665_DSC_0267_aft.JPG,46,1,missing_image,"missing:037_665_DSC_0263_bef.JPG,037_665_DSC_0267_aft.JPG"
573,589,Lodeh labu siam + wortel,038,038_563_DSC_0292_bef.JPG,32,038_563_DSC_0342_aft.JPG,7,4,missing_image,"missing:038_563_DSC_0292_bef.JPG,038_563_DSC_0342_aft.JPG"
574,590,Lodeh labu siam + wortel,038,038_566_DSC_0293_bef.JPG,36,038_566_DSC_0319_aft.JPG,36,1,missing_image,"missing:038_566_DSC_0293_bef.JPG,038_566_DSC_0319_aft.JPG"
575,591,Lodeh labu siam + wortel,038,038_586_DSC_0550_bef.JPG,49,038_586_DSC_0580_aft.JPG,32,4,missing_image,"missing:038_586_DSC_0550_bef.JPG,038_586_DSC_0580_aft.JPG"
576,592,Lodeh labu siam + wortel,038,038_587_DSC_0551_bef.JPG,44,038_587_DSC_0574_aft.JPG,0,3,missing_image,"missing:038_587_DSC_0551_bef.JPG,038_587_DSC_0574_aft.JPG"
577,593,Lodeh labu siam + wortel,038,038_588_DSC_0539_bef.JPG,56,038_588_DSC_0571_aft.JPG,46,3,missing_image,"missing:038_588_DSC_0539_bef.JPG,038_588_DSC_0571_aft.JPG"
578,594,Lodeh labu siam + wortel,038,038_589_DSC_0552_bef.JPG,44,038_589_DSC_0593_aft.JPG,44,1,missing_image,"missing:038_589_DSC_0552_bef.JPG,038_589_DSC_0593_aft.JPG"
579,595,Lodeh labu siam + wortel,038,038_590_DSC_0553_bef.JPG,40,038_590_DSC_0592_aft.JPG,21,3,missing_image,"missing:038_590_DSC_0553_bef.JPG,038_590_DSC_0592_aft.JPG"
580,596,Lodeh labu siam + wortel,038,038_591_DSC_0536_bef.JPG,34,038_591_DSC_0537_aft.JPG,34,1,missing_image,"missing:038_591_DSC_0536_bef.JPG,038_591_DSC_0537_aft.JPG"
581,597,Lodeh labu siam + wortel,038,038_592_DSC_0548_bef.JPG,43,038_592_DSC_0549_aft.JPG,43,1,missing_image,"missing:038_592_DSC_0548_bef.JPG,038_592_DSC_0549_aft.JPG"
582,598,Sop wortel gambas soun,039,039_576_DSC_0469_bef.JPG,36,039_576_DSC_0505_aft.JPG,0,6,missing_image,"missing:039_576_DSC_0469_bef.JPG,039_576_DSC_0505_aft.JPG"
583,599,Sop wortel gambas soun,039,039_577_DSC_0468_bef.JPG,44,039_577_DSC_0504_aft.JPG,44,1,missing_image,"missing:039_577_DSC_0468_bef.JPG,039_577_DSC_0504_aft.JPG"
584,600,Sop wortel gambas soun,039,039_578_DSC_0456_bef.JPG,45,039_578_DSC_0471_aft.JPG,44,2,missing_image,"missing:039_578_DSC_0456_bef.JPG,039_578_DSC_0471_aft.JPG"
585,601,Sop wortel gambas soun,039,039_579_DSC_0455_bef.JPG,31,039_579_DSC_0472_aft.JPG,0,7,missing_image,"missing:039_579_DSC_0455_bef.JPG,039_579_DSC_0472_aft.JPG"
586,602,Sop wortel gambas soun,039,039_580_DSC_0454_bef.JPG,43,039_580_DSC_0470_aft.JPG,44,1,missing_image,"missing:039_580_DSC_0454_bef.JPG,039_580_DSC_0470_aft.JPG"
587,603,Sop wortel gambas soun,039,039_581_DSC_0467_bef.JPG,45,039_581_DSC_0494_aft.JPG,4,6,missing_image,"missing:039_581_DSC_0467_bef.JPG,039_581_DSC_0494_aft.JPG"
588,604,Sop wortel gambas soun,039,039_582_DSC_0466_bef.JPG,32,039_582_DSC_0503_aft.JPG,0,7,missing_image,"missing:039_582_DSC_0466_bef.JPG,039_582_DSC_0503_aft.JPG"
589,605,Sop wortel gambas soun,039,039_583_DSC_0448_bef.JPG,39,039_583_DSC_0486_aft.JPG,35,2,missing_image,"missing:039_583_DSC_0448_bef.JPG,039_583_DSC_0486_aft.JPG"
590,606,Sop wortel gambas soun,039,039_584_DSC_0449_bef.JPG,34,039_584_DSC_0492_aft.JPG,4,6,missing_image,"missing:039_584_DSC_0449_bef.JPG,039_584_DSC_0492_aft.JPG"
591,607,Sop wortel gambas soun,039,039_585_DSC_0450_bef.JPG,38,039_585_DSC_0483_aft.JPG,1,7,missing_image,"missing:039_585_DSC_0450_bef.JPG,039_585_DSC_0483_aft.JPG"
592,608,Sop wortel gambas soun,039,039_666_DSC_0355_bef.JPG,18,039_666_DSC_0387_aft.JPG,10,6,missing_image,"missing:039_666_DSC_0355_bef.JPG,039_666_DSC_0387_aft.JPG"
593,609,Sop wortel gambas soun,039,039_667_DSC_0356_bef.JPG,24,039_667_DSC_0386_aft.JPG,0,7,missing_image,"missing:039_667_DSC_0356_bef.JPG,039_667_DSC_0386_aft.JPG"
594,610,Sop wortel gambas soun,039,039_668_DSC_0357_bef.JPG,28,039_668_DSC_0385_aft.JPG,28,2,missing_image,"missing:039_668_DSC_0357_bef.JPG,039_668_DSC_0385_aft.JPG"
595,611,Sop wortel gambas soun,039,039_669_DSC_0343_bef.JPG,43,039_669_DSC_0373_aft.JPG,0,7,missing_image,"missing:039_669_DSC_0343_bef.JPG,039_669_DSC_0373_aft.JPG"
596,612,Sop wortel gambas soun,039,039_670_DSC_0344_bef.JPG,48,039_670_DSC_0376_aft.JPG,13,6,missing_image,"missing:039_670_DSC_0344_bef.JPG,039_670_DSC_0376_aft.JPG"
597,613,Sop wortel gambas soun,039,039_671_DSC_0345_bef.JPG,49,039_671_DSC_0359_aft.JPG,43,2,missing_image,"missing:039_671_DSC_0345_bef.JPG,039_671_DSC_0359_aft.JPG"
598,614,Sop wortel gambas soun,039,039_672_DSC_0346_bef.JPG,42,039_672_DSC_0398_aft.JPG,4,6,missing_image,"missing:039_672_DSC_0346_bef.JPG,039_672_DSC_0398_aft.JPG"
599,615,Sop wortel gambas soun,039,039_673_DSC_0347_bef.JPG,49,039_673_DSC_0358_aft.JPG,14,5,missing_image,"missing:039_673_DSC_0347_bef.JPG,039_673_DSC_0358_aft.JPG"
600,616,Sop wortel gambas soun,039,039_674_DSC_0348_bef.JPG,45,039_674_DSC_0378_aft.JPG,45,1,missing_image,"missing:039_674_DSC_0348_bef.JPG,039_674_DSC_0378_aft.JPG"
601,617,Sop buncis soun,040,040_593_DSC_0646_bef.JPG,33,040_593_DSC_0686_aft.JPG,33,1,missing_image,"missing:040_593_DSC_0646_bef.JPG,040_593_DSC_0686_aft.JPG"
602,618,Sop buncis soun,040,040_594_DSC_0638_bef.JPG,32,040_594_DSC_0653_aft.JPG,33,1,missing_image,"missing:040_594_DSC_0638_bef.JPG,040_594_DSC_0653_aft.JPG"
