sample_id,original_after_path,wrong_after_path,source_sample_id,rule,scope
lefood-0401,leftover dataset/data_after/023/023_479_DSC_0083_aft.JPG,leftover dataset/data_after/023/023_480_DSC_0081_aft.JPG,lefood-0402,within_category_cyclic,training
lefood-0402,leftover dataset/data_after/023/023_480_DSC_0081_aft.JPG,leftover dataset/data_after/023/023_481_DSC_0075_aft.JPG,lefood-0403,within_category_cyclic,training
lefood-0403,leftover dataset/data_after/023/023_481_DSC_0075_aft.JPG,leftover dataset/data_after/023/023_482_DSC_0097_aft.JPG,lefood-0404,within_category_cyclic,training
lefood-0404,leftover dataset/data_after/023/023_482_DSC_0097_aft.JPG,leftover dataset/data_after/023/023_483_DSC_0106_aft.JPG,lefood-0405,within_category_cyclic,training
lefood-0405,leftover dataset/data_after/023/023_483_DSC_0106_aft.JPG,leftover dataset/data_after/023/023_485_DSC_0122_aft.JPG,lefood-0407,within_category_cyclic,training
lefood-0407,leftover dataset/data_after/023/023_485_DSC_0122_aft.JPG,leftover dataset/data_after/023/023_486_DSC_0110_aft.JPG,lefood-0408,within_category_cyclic,training
lefood-0408,leftover dataset/data_after/023/023_486_DSC_0110_aft.JPG,leftover dataset/data_after/023/023_522_DSC_0471_aft.JPG,lefood-0409,within_category_cyclic,training
lefood-0409,leftover dataset/data_after/023/023_522_DSC_0471_aft.JPG,leftover dataset/data_after/023/023_523_DSC_0465_aft.JPG,lefood-0410,within_category_cyclic,training
lefood-0410,leftover dataset/data_after/023/023_523_DSC_0465_aft.JPG,leftover dataset/data_after/023/023_524_DSC_0475_aft.JPG,lefood-0411,within_category_cyclic,training
lefood-0411,leftover dataset/data_after/023/023_524_DSC_0475_aft.JPG,leftover dataset/data_after/023/023_381_DSC_0106_aft.JPG,lefood-0388,within_category_cyclic,training
lefood-0412,leftover dataset/data_after/024/024_389_DSC_0166_aft.JPG,leftover dataset/data_after/024/024_390_DSC_0171_aft.JPG,lefood-0413,within_category_cyclic,training
lefood-0413,leftover dataset/data_after/024/024_390_DSC_0171_aft.JPG,leftover dataset/data_after/024/024_391_DSC_0174_aft.JPG,lefood-0414,within_category_cyclic,training
lefood-0414,leftover dataset/data_after/024/024_391_DSC_0174_aft.JPG,leftover dataset/data_after/024/024_416_DSC_0512_aft.JPG,lefood-0415,within_category_cyclic,training
lefood-0415,leftover dataset/data_after/024/024_416_DSC_0512_aft.JPG,leftover dataset/data_after/024/024_417_DSC_0508_aft.JPG,lefood-0416,within_category_cyclic,training
lefood-0416,leftover dataset/data_after/024/024_417_DSC_0508_aft.JPG,leftover dataset/data_after/024/024_418_DSC_0476_aft.JPG,lefood-0417,within_category_cyclic,training
lefood-0417,leftover dataset/data_after/024/024_418_DSC_0476_aft.JPG,leftover dataset/data_after/024/024_419_DSC_0481_aft.JPG,lefood-0418,within_category_cyclic,training
lefood-0418,leftover dataset/data_after/024/024_419_DSC_0481_aft.JPG,leftover dataset/data_after/024/024_420_DSC_0474_aft.JPG,lefood-0419,within_category_cyclic,training
lefood-0419,leftover dataset/data_after/024/024_420_DSC_0474_aft.JPG,leftover dataset/data_after/024/024_421_DSC_0496_aft.JPG,lefood-0420,within_category_cyclic,training
lefood-0420,leftover dataset/data_after/024/024_421_DSC_0496_aft.JPG,leftover dataset/data_after/024/024_422_DSC_0502_aft.JPG,lefood-0421,within_category_cyclic,training
lefood-0421,leftover dataset/data_after/024/024_422_DSC_0502_aft.JPG,leftover dataset/data_after/024/024_423_DSC_0488_aft.JPG,lefood-0422,within_category_cyclic,training
lefood-0422,leftover dataset/data_after/024/024_423_DSC_0488_aft.JPG,leftover dataset/data_after/024/024_424_DSC_0491_aft.JPG,lefood-0423,within_category_cyclic,training
lefood-0423,leftover dataset/data_after/024/024_424_DSC_0491_aft.JPG,leftover dataset/data_after/024/024_425_DSC_0485_aft.JPG,lefood-0424,within_category_cyclic,training
lefood-0424,leftover dataset/data_after/024/024_425_DSC_0485_aft.JPG,leftover dataset/data_after/024/024_508_DSC_0389_aft.JPG,lefood-0426,within_category_cyclic,training
lefood-0426,leftover dataset/data_after/024/024_508_DSC_0389_aft.JPG,leftover dataset/data_after/024/024_509_DSC_0391_aft.JPG,lefood-0427,within_category_cyclic,training
lefood-0427,leftover dataset/data_after/024/024_509_DSC_0391_aft.JPG,leftover dataset/data_after/024/024_510_DSC_0372_aft.JPG,lefood-0428,within_category_cyclic,training
lefood-0428,leftover dataset/data_after/024/024_510_DSC_0372_aft.JPG,leftover dataset/data_after/024/024_511_DSC_0375_aft.JPG,lefood-0429,within_category_cyclic,training
lefood-0429,leftover dataset/data_after/024/024_511_DSC_0375_aft.JPG,leftover dataset/data_after/024/024_512_DSC_0365_aft.JPG,lefood-0430,within_category_cyclic,training
lefood-0430,leftover dataset/data_after/024/024_512_DSC_0365_aft.JPG,leftover dataset/data_after/024/024_513_DSC_0402_aft.JPG,lefood-0431,within_category_cyclic,training
lefood-0431,leftover dataset/data_after/024/024_513_DSC_0402_aft.JPG,leftover dataset/data_after/024/024_514_DSC_0368_aft.JPG,lefood-0432,within_category_cyclic,training
lefood-0432,leftover dataset/data_after/024/024_514_DSC_0368_aft.JPG,leftover dataset/data_after/024/024_515_DSC_0381_aft.JPG,lefood-0433,within_category_cyclic,training
lefood-0433,leftover dataset/data_after/024/024_515_DSC_0381_aft.JPG,leftover dataset/data_after/024/024_389_DSC_0166_aft.JPG,lefood-0412,within_category_cyclic,training
lefood-0434,leftover dataset/data_after/025/025_392_DSC_0261_aft.JPG,leftover dataset/data_after/009/009_181_DSC_0340_aft.JPG,lefood-0207,same_fold_singleton_swap,training
lefood-0454,leftover dataset/data_after/027/027_401_DSC_0324_aft.JPG,leftover dataset/data_after/027/027_404_DSC_0306_aft.JPG,lefood-0456,within_category_cyclic,training
lefood-0456,leftover dataset/data_after/027/027_404_DSC_0306_aft.JPG,leftover dataset/data_after/027/027_405_DSC_0303_aft.JPG,lefood-0457,within_category_cyclic,training
lefood-0457,leftover dataset/data_after/027/027_405_DSC_0303_aft.JPG,leftover dataset/data_after/027/027_401_DSC_0324_aft.JPG,lefood-0454,within_category_cyclic,training
lefood-0458,leftover dataset/data_after/028/028_403_DSC_0341_aft.JPG,leftover dataset/data_after/028/028_406_DSC_0317_aft.JPG,lefood-0459,within_category_cyclic,training
lefood-0459,leftover dataset/data_after/028/028_406_DSC_0317_aft.JPG,leftover dataset/data_after/028/028_499_DSC_0304_aft.JPG,lefood-0461,within_category_cyclic,training
lefood-0461,leftover dataset/data_after/028/028_499_DSC_0304_aft.JPG,leftover dataset/data_after/028/028_500_DSC_0308_aft.JPG,lefood-0462,within_category_cyclic,training
lefood-0462,leftover dataset/data_after/028/028_500_DSC_0308_aft.JPG,leftover dataset/data_after/028/028_501_DSC_0270_aft.JPG,lefood-0463,within_category_cyclic,training
lefood-0463,leftover dataset/data_after/028/028_501_DSC_0270_aft.JPG,leftover dataset/data_after/028/028_403_DSC_0341_aft.JPG,lefood-0458,within_category_cyclic,training
lefood-0464,leftover dataset/data_after/029/029_407_DSC_0422_aft.JPG,leftover dataset/data_after/029/029_408_DSC_0415_aft.JPG,lefood-0465,within_category_cyclic,training
lefood-0465,leftover dataset/data_after/029/029_408_DSC_0415_aft.JPG,leftover dataset/data_after/029/029_409_DSC_0389_aft.JPG,lefood-0466,within_category_cyclic,training
lefood-0466,leftover dataset/data_after/029/029_409_DSC_0389_aft.JPG,leftover dataset/data_after/029/029_410_DSC_0418_aft.JPG,lefood-0467,within_category_cyclic,training
lefood-0467,leftover dataset/data_after/029/029_410_DSC_0418_aft.JPG,leftover dataset/data_after/029/029_413_DSC_0403_aft.JPG,lefood-0470,within_category_cyclic,training
lefood-0470,leftover dataset/data_after/029/029_413_DSC_0403_aft.JPG,leftover dataset/data_after/029/029_414_DSC_0398_aft.JPG,lefood-0471,within_category_cyclic,training
lefood-0471,leftover dataset/data_after/029/029_414_DSC_0398_aft.JPG,leftover dataset/data_after/029/029_415_DSC_0386_aft.JPG,lefood-0472,within_category_cyclic,training
lefood-0472,leftover dataset/data_after/029/029_415_DSC_0386_aft.JPG,leftover dataset/data_after/029/029_445_DSC_0808_aft.JPG,lefood-0474,within_category_cyclic,training
lefood-0474,leftover dataset/data_after/029/029_445_DSC_0808_aft.JPG,leftover dataset/data_after/029/029_446_DSC_0789_aft.JPG,lefood-0475,within_category_cyclic,training
lefood-0475,leftover dataset/data_after/029/029_446_DSC_0789_aft.JPG,leftover dataset/data_after/029/029_447_DSC_0784_aft.JPG,lefood-0476,within_category_cyclic,training
lefood-0476,leftover dataset/data_after/029/029_447_DSC_0784_aft.JPG,leftover dataset/data_after/029/029_448_DSC_0759_aft.JPG,lefood-0477,within_category_cyclic,training
lefood-0477,leftover dataset/data_after/029/029_448_DSC_0759_aft.JPG,leftover dataset/data_after/029/029_449_DSC_0776_aft.JPG,lefood-0478,within_category_cyclic,training
lefood-0478,leftover dataset/data_after/029/029_449_DSC_0776_aft.JPG,leftover dataset/data_after/029/029_450_DSC_0793_aft.JPG,lefood-0479,within_category_cyclic,training
lefood-0479,leftover dataset/data_after/029/029_450_DSC_0793_aft.JPG,leftover dataset/data_after/029/029_451_DSC_0801_aft.JPG,lefood-0480,within_category_cyclic,training
lefood-0480,leftover dataset/data_after/029/029_451_DSC_0801_aft.JPG,leftover dataset/data_after/029/029_452_DSC_0766_aft.JPG,lefood-0481,within_category_cyclic,training
lefood-0481,leftover dataset/data_after/029/029_452_DSC_0766_aft.JPG,leftover dataset/data_after/029/029_453_DSC_0779_aft.JPG,lefood-0482,within_category_cyclic,training
lefood-0482,leftover dataset/data_after/029/029_453_DSC_0779_aft.JPG,leftover dataset/data_after/029/029_454_DSC_0772_aft.JPG,lefood-0483,within_category_cyclic,training
lefood-0483,leftover dataset/data_after/029/029_454_DSC_0772_aft.JPG,leftover dataset/data_after/029/029_455_DSC_0776_aft.JPG,lefood-0484,within_category_cyclic,training
lefood-0484,leftover dataset/data_after/029/029_455_DSC_0776_aft.JPG,leftover dataset/data_after/029/029_502_DSC_0280_aft.JPG,lefood-0485,within_category_cyclic,training
lefood-0485,leftover dataset/data_after/029/029_502_DSC_0280_aft.JPG,leftover dataset/data_after/029/029_503_DSC_0289_aft.JPG,lefood-0486,within_category_cyclic,training
lefood-0486,leftover dataset/data_after/029/029_503_DSC_0289_aft.JPG,leftover dataset/data_after/029/029_504_DSC_0299_aft.JPG,lefood-0487,within_category_cyclic,training
lefood-0487,leftover dataset/data_after/029/029_504_DSC_0299_aft.JPG,leftover dataset/data_after/029/029_505_DSC_0286_aft.JPG,lefood-0488,within_category_cyclic,training
lefood-0488,leftover dataset/data_after/029/029_505_DSC_0286_aft.JPG,leftover dataset/data_after/029/029_506_DSC_0266_aft.JPG,lefood-0489,within_category_cyclic,training
lefood-0489,leftover dataset/data_after/029/029_506_DSC_0266_aft.JPG,leftover dataset/data_after/029/029_537_DSC_0637_aft.JPG,lefood-0490,within_category_cyclic,training
lefood-0490,leftover dataset/data_after/029/029_537_DSC_0637_aft.JPG,leftover dataset/data_after/029/029_538_DSC_0642_aft.JPG,lefood-0491,within_category_cyclic,training
lefood-0491,leftover dataset/data_after/029/029_538_DSC_0642_aft.JPG,leftover dataset/data_after/029/029_539_DSC_0633_aft.JPG,lefood-0492,within_category_cyclic,training
lefood-0492,leftover dataset/data_after/029/029_539_DSC_0633_aft.JPG,leftover dataset/data_after/029/029_407_DSC_0422_aft.JPG,lefood-0464,within_category_cyclic,training
lefood-0493,leftover dataset/data_after/030/030_426_DSC_0583_aft.JPG,leftover dataset/data_after/030/030_427_DSC_0577_aft.JPG,lefood-0494,within_category_cyclic,training
lefood-0494,leftover dataset/data_after/030/030_427_DSC_0577_aft.JPG,leftover dataset/data_after/030/030_428_DSC_0572_aft.JPG,lefood-0495,within_category_cyclic,training
lefood-0495,leftover dataset/data_after/030/030_428_DSC_0572_aft.JPG,leftover dataset/data_after/030/030_431_DSC_0529_aft.JPG,lefood-0496,within_category_cyclic,training
lefood-0496,leftover dataset/data_after/030/030_431_DSC_0529_aft.JPG,leftover dataset/data_after/030/030_516_DSC_0486_aft.JPG,lefood-0497,within_category_cyclic,training
lefood-0497,leftover dataset/data_after/030/030_516_DSC_0486_aft.JPG,leftover dataset/data_after/030/030_517_DSC_0482_aft.JPG,lefood-0498,within_category_cyclic,training
lefood-0498,leftover dataset/data_after/030/030_517_DSC_0482_aft.JPG,leftover dataset/data_after/030/030_518_DSC_0481_aft.JPG,lefood-0499,within_category_cyclic,training
lefood-0499,leftover dataset/data_after/030/030_518_DSC_0481_aft.JPG,leftover dataset/data_after/030/030_519_DSC_0454_aft.JPG,lefood-0500,within_category_cyclic,training
lefood-0500,leftover dataset/data_after/030/030_519_DSC_0454_aft.JPG,leftover dataset/data_after/030/030_520_DSC_0493_aft.JPG,lefood-0501,within_category_cyclic,training
lefood-0501,leftover dataset/data_after/030/030_520_DSC_0493_aft.JPG,leftover dataset/data_after/030/030_521_DSC_0496_aft.JPG,lefood-0502,within_category_cyclic,training
lefood-0502,leftover dataset/data_after/030/030_521_DSC_0496_aft.JPG,leftover dataset/data_after/030/030_525_DSC_0462_aft.JPG,lefood-0503,within_category_cyclic,training
lefood-0503,leftover dataset/data_after/030/030_525_DSC_0462_aft.JPG,leftover dataset/data_after/030/030_426_DSC_0583_aft.JPG,lefood-0493,within_category_cyclic,training
lefood-0526,leftover dataset/data_after/032/032_462_DSC_0906_aft.JPG,leftover dataset/data_after/032/032_463_DSC_0888_aft.JPG,lefood-0527,within_category_cyclic,training
lefood-0527,leftover dataset/data_after/032/032_463_DSC_0888_aft.JPG,leftover dataset/data_after/032/032_465_DSC_0896_aft.JPG,lefood-0529,within_category_cyclic,training
lefood-0529,leftover dataset/data_after/032/032_465_DSC_0896_aft.JPG,leftover dataset/data_after/032/032_462_DSC_0906_aft.JPG,lefood-0526,within_category_cyclic,training
lefood-0530,leftover dataset/data_after/033/033_466_DSC_0975_aft.JPG,leftover dataset/data_after/033/033_467_DSC_0979_aft.JPG,lefood-0531,within_category_cyclic,training
lefood-0531,leftover dataset/data_after/033/033_467_DSC_0979_aft.JPG,leftover dataset/data_after/033/033_468_DSC_0983_aft.JPG,lefood-0532,within_category_cyclic,training
lefood-0532,leftover dataset/data_after/033/033_468_DSC_0983_aft.JPG,leftover dataset/data_after/033/033_469_DSC_0986_aft.JPG,lefood-0533,within_category_cyclic,training
lefood-0533,leftover dataset/data_after/033/033_469_DSC_0986_aft.JPG,leftover dataset/data_after/033/033_470_DSC_0992_aft.JPG,lefood-0534,within_category_cyclic,training
lefood-0534,leftover dataset/data_after/033/033_470_DSC_0992_aft.JPG,leftover dataset/data_after/033/033_471_DSC_1002_aft.JPG,lefood-0535,within_category_cyclic,training
lefood-0535,leftover dataset/data_after/033/033_471_DSC_1002_aft.JPG,leftover dataset/data_after/033/033_472_DSC_0011_aft.JPG,lefood-0536,within_category_cyclic,training
lefood-0536,leftover dataset/data_after/033/033_472_DSC_0011_aft.JPG,leftover dataset/data_after/033/033_473_DSC_0007_aft.JPG,lefood-0537,within_category_cyclic,training
lefood-0537,leftover dataset/data_after/033/033_473_DSC_0007_aft.JPG,leftover dataset/data_after/033/033_474_DSC_0998_aft.JPG,lefood-0538,within_category_cyclic,training
lefood-0538,leftover dataset/data_after/033/033_474_DSC_0998_aft.JPG,leftover dataset/data_after/033/033_475_DSC_1007_aft.JPG,lefood-0539,within_category_cyclic,training
lefood-0539,leftover dataset/data_after/033/033_475_DSC_1007_aft.JPG,leftover dataset/data_after/033/033_476_DSC_1012_aft.JPG,lefood-0540,within_category_cyclic,training
lefood-0540,leftover dataset/data_after/033/033_476_DSC_1012_aft.JPG,leftover dataset/data_after/033/033_466_DSC_0975_aft.JPG,lefood-0530,within_category_cyclic,training
lefood-0159,leftover dataset/data_after/003/003_158_DSC_0030_aft.JPG,leftover dataset/data_after/006/006_169_DSC_0172_aft.JPG,lefood-0181,same_fold_singleton_swap,evaluation
lefood-0181,leftover dataset/data_after/006/006_169_DSC_0172_aft.JPG,leftover dataset/data_after/006/006_203_DSC_0484_aft.JPG,lefood-0182,within_category_cyclic,evaluation
lefood-0182,leftover dataset/data_after/006/006_203_DSC_0484_aft.JPG,leftover dataset/data_after/003/003_158_DSC_0030_aft.JPG,lefood-0159,same_fold_singleton_swap_donor_preimage,evaluation
lefood-0272,leftover dataset/data_after/013/013_211_DSC_0688_aft.JPG,leftover dataset/data_after/013/013_212_DSC_0700_aft.JPG,lefood-0273,within_category_cyclic,evaluation
lefood-0273,leftover dataset/data_after/013/013_212_DSC_0700_aft.JPG,leftover dataset/data_after/013/013_213_DSC_0658_aft.JPG,lefood-0274,within_category_cyclic,evaluation
lefood-0274,leftover dataset/data_after/013/013_213_DSC_0658_aft.JPG,leftover dataset/data_after/013/013_214_DSC_0663_aft.JPG,lefood-0275,within_category_cyclic,evaluation
lefood-0275,leftover dataset/data_after/013/013_214_DSC_0663_aft.JPG,leftover dataset/data_after/013/013_215_DSC_0673_aft.JPG,lefood-0276,within_category_cyclic,evaluation
lefood-0276,leftover dataset/data_after/013/013_215_DSC_0673_aft.JPG,leftover dataset/data_after/013/013_216_DSC_0694_aft.JPG,lefood-0277,within_category_cyclic,evaluation
lefood-0277,leftover dataset/data_after/013/013_216_DSC_0694_aft.JPG,leftover dataset/data_after/013/013_217_DSC_0698_aft.JPG,lefood-0278,within_category_cyclic,evaluation
lefood-0278,leftover dataset/data_after/013/013_217_DSC_0698_aft.JPG,leftover dataset/data_after/013/013_218_DSC_0666_aft.JPG,lefood-0279,within_category_cyclic,evaluation
lefood-0279,leftover dataset/data_after/013/013_218_DSC_0666_aft.JPG,leftover dataset/data_after/013/013_219_DSC_0685_aft.JPG,lefood-0280,within_category_cyclic,evaluation
lefood-0280,leftover dataset/data_after/013/013_219_DSC_0685_aft.JPG,leftover dataset/data_after/013/013_220_DSC_0676_aft.JPG,lefood-0281,within_category_cyclic,evaluation
lefood-0281,leftover dataset/data_after/013/013_220_DSC_0676_aft.JPG,leftover dataset/data_after/013/013_221_DSC_0681_aft.JPG,lefood-0282,within_category_cyclic,evaluation
lefood-0282,leftover dataset/data_after/013/013_221_DSC_0681_aft.JPG,leftover dataset/data_after/013/013_304_DSC_0589_aft.JPG,lefood-0283,within_category_cyclic,evaluation
lefood-0283,leftover dataset/data_after/013/013_304_DSC_0589_aft.JPG,leftover dataset/data_after/013/013_305_DSC_0592_aft.JPG,lefood-0284,within_category_cyclic,evaluation
lefood-0284,leftover dataset/data_after/013/013_305_DSC_0592_aft.JPG,leftover dataset/data_after/013/013_306_DSC_0595_aft.JPG,lefood-0285,within_category_cyclic,evaluation
lefood-0285,leftover dataset/data_after/013/013_306_DSC_0595_aft.JPG,leftover dataset/data_after/013/013_307_DSC_0578_aft.JPG,lefood-0286,within_category_cyclic,evaluation
lefood-0286,leftover dataset/data_after/013/013_307_DSC_0578_aft.JPG,leftover dataset/data_after/013/013_308_DSC_0584_aft.JPG,lefood-0287,within_category_cyclic,evaluation
lefood-0287,leftover dataset/data_after/013/013_308_DSC_0584_aft.JPG,leftover dataset/data_after/013/013_309_DSC_0563_aft.JPG,lefood-0288,within_category_cyclic,evaluation
lefood-0288,leftover dataset/data_after/013/013_309_DSC_0563_aft.JPG,leftover dataset/data_after/013/013_310_DSC_0559_aft.JPG,lefood-0289,within_category_cyclic,evaluation
lefood-0289,leftover dataset/data_after/013/013_310_DSC_0559_aft.JPG,leftover dataset/data_after/013/013_311_DSC_0553_aft.JPG,lefood-0290,within_category_cyclic,evaluation
lefood-0290,leftover dataset/data_after/013/013_311_DSC_0553_aft.JPG,leftover dataset/data_after/013/013_312_DSC_0574_aft.JPG,lefood-0291,within_category_cyclic,evaluation
lefood-0291,leftover dataset/data_after/013/013_312_DSC_0574_aft.JPG,leftover dataset/data_after/013/013_313_DSC_0569_aft.JPG,lefood-0292,within_category_cyclic,evaluation
lefood-0292,leftover dataset/data_after/013/013_313_DSC_0569_aft.JPG,leftover dataset/data_after/013/013_314_DSC_0601_aft.JPG,lefood-0293,within_category_cyclic,evaluation
lefood-0293,leftover dataset/data_after/013/013_314_DSC_0601_aft.JPG,leftover dataset/data_after/013/013_211_DSC_0688_aft.JPG,lefood-0272,within_category_cyclic,evaluation
lefood-0309,leftover dataset/data_after/015/015_255_DSC_0093_aft.JPG,leftover dataset/data_after/015/015_256_DSC_0089_aft.JPG,lefood-0310,within_category_cyclic,evaluation
lefood-0310,leftover dataset/data_after/015/015_256_DSC_0089_aft.JPG,leftover dataset/data_after/015/015_257_DSC_0084_aft.JPG,lefood-0311,within_category_cyclic,evaluation
lefood-0311,leftover dataset/data_after/015/015_257_DSC_0084_aft.JPG,leftover dataset/data_after/015/015_258_DSC_0080_aft.JPG,lefood-0312,within_category_cyclic,evaluation
lefood-0312,leftover dataset/data_after/015/015_258_DSC_0080_aft.JPG,leftover dataset/data_after/015/015_259_DSC_0077_aft.JPG,lefood-0313,within_category_cyclic,evaluation
lefood-0313,leftover dataset/data_after/015/015_259_DSC_0077_aft.JPG,leftover dataset/data_after/015/015_260_DSC_0096_aft.JPG,lefood-0314,within_category_cyclic,evaluation
lefood-0314,leftover dataset/data_after/015/015_260_DSC_0096_aft.JPG,leftover dataset/data_after/015/015_261_DSC_0105_aft.JPG,lefood-0315,within_category_cyclic,evaluation
lefood-0315,leftover dataset/data_after/015/015_261_DSC_0105_aft.JPG,leftover dataset/data_after/015/015_263_DSC_0120_aft.JPG,lefood-0317,within_category_cyclic,evaluation
lefood-0317,leftover dataset/data_after/015/015_263_DSC_0120_aft.JPG,leftover dataset/data_after/015/015_264_DSC_0112_aft.JPG,lefood-0318,within_category_cyclic,evaluation
lefood-0318,leftover dataset/data_after/015/015_264_DSC_0112_aft.JPG,leftover dataset/data_after/015/015_318_DSC_0091_aft.JPG,lefood-0319,within_category_cyclic,evaluation
lefood-0319,leftover dataset/data_after/015/015_318_DSC_0091_aft.JPG,leftover dataset/data_after/015/015_319_DSC_0078_aft.JPG,lefood-0320,within_category_cyclic,evaluation
lefood-0320,leftover dataset/data_after/015/015_319_DSC_0078_aft.JPG,leftover dataset/data_after/015/015_336_DSC_0695_aft.JPG,lefood-0321,within_category_cyclic,evaluation
lefood-0321,leftover dataset/data_after/015/015_336_DSC_0695_aft.JPG,leftover dataset/data_after/015/015_337_DSC_0699_aft.JPG,lefood-0322,within_category_cyclic,evaluation
lefood-0322,leftover dataset/data_after/015/015_337_DSC_0699_aft.JPG,leftover dataset/data_after/015/015_338_DSC_0667_aft.JPG,lefood-0323,within_category_cyclic,evaluation
lefood-0323,leftover dataset/data_after/015/015_338_DSC_0667_aft.JPG,leftover dataset/data_after/015/015_372_DSC_0588_aft.JPG,lefood-0324,within_category_cyclic,evaluation
lefood-0324,leftover dataset/data_after/015/015_372_DSC_0588_aft.JPG,leftover dataset/data_after/015/015_373_DSC_0564_aft.JPG,lefood-0325,within_category_cyclic,evaluation
lefood-0325,leftover dataset/data_after/015/015_373_DSC_0564_aft.JPG,leftover dataset/data_after/015/015_374_DSC_0560_aft.JPG,lefood-0326,within_category_cyclic,evaluation
lefood-0326,leftover dataset/data_after/015/015_374_DSC_0560_aft.JPG,leftover dataset/data_after/015/015_375_DSC_0554_aft.JPG,lefood-0327,within_category_cyclic,evaluation
lefood-0327,leftover dataset/data_after/015/015_375_DSC_0554_aft.JPG,leftover dataset/data_after/015/015_376_DSC_0575_aft.JPG,lefood-0328,within_category_cyclic,evaluation
lefood-0328,leftover dataset/data_after/015/015_376_DSC_0575_aft.JPG,leftover dataset/data_after/015/015_378_DSC_0600_aft.JPG,lefood-0330,within_category_cyclic,evaluation
lefood-0330,leftover dataset/data_after/015/015_378_DSC_0600_aft.JPG,leftover dataset/data_after/015/015_255_DSC_0093_aft.JPG,lefood-0309,within_category_cyclic,evaluation
lefood-0336,leftover dataset/data_after/017/017_323_DSC_0424_aft.JPG,leftover dataset/data_after/017/017_324_DSC_0413_aft.JPG,lefood-0337,within_category_cyclic,evaluation
lefood-0337,leftover dataset/data_after/017/017_324_DSC_0413_aft.JPG,leftover dataset/data_after/017/017_325_DSC_0409_aft.JPG,lefood-0338,within_category_cyclic,evaluation
lefood-0338,leftover dataset/data_after/017/017_325_DSC_0409_aft.JPG,leftover dataset/data_after/017/017_326_DSC_0405_aft.JPG,lefood-0339,within_category_cyclic,evaluation
lefood-0339,leftover dataset/data_after/017/017_326_DSC_0405_aft.JPG,leftover dataset/data_after/017/017_327_DSC_0399_aft.JPG,lefood-0340,within_category_cyclic,evaluation
lefood-0340,leftover dataset/data_after/017/017_327_DSC_0399_aft.JPG,leftover dataset/data_after/017/017_323_DSC_0424_aft.JPG,lefood-0336,within_category_cyclic,evaluation
lefood-0368,leftover dataset/data_after/021/021_350_DSC_0991_aft.JPG,leftover dataset/data_after/021/021_351_DSC_0006_aft.JPG,lefood-0369,within_category_cyclic,evaluation
lefood-0369,leftover dataset/data_after/021/021_351_DSC_0006_aft.JPG,leftover dataset/data_after/021/021_352_DSC_0997_aft.JPG,lefood-0370,within_category_cyclic,evaluation
lefood-0370,leftover dataset/data_after/021/021_352_DSC_0997_aft.JPG,leftover dataset/data_after/021/021_354_DSC_0001_aft.JPG,lefood-0372,within_category_cyclic,evaluation
lefood-0372,leftover dataset/data_after/021/021_354_DSC_0001_aft.JPG,leftover dataset/data_after/021/021_361_DSC_0279_aft.JPG,lefood-0373,within_category_cyclic,evaluation
lefood-0373,leftover dataset/data_after/021/021_361_DSC_0279_aft.JPG,leftover dataset/data_after/021/021_362_DSC_0292_aft.JPG,lefood-0374,within_category_cyclic,evaluation
lefood-0374,leftover dataset/data_after/021/021_362_DSC_0292_aft.JPG,leftover dataset/data_after/021/021_363_DSC_0298_aft.JPG,lefood-0375,within_category_cyclic,evaluation
lefood-0375,leftover dataset/data_after/021/021_363_DSC_0298_aft.JPG,leftover dataset/data_after/021/021_364_DSC_0282_aft.JPG,lefood-0376,within_category_cyclic,evaluation
lefood-0376,leftover dataset/data_after/021/021_364_DSC_0282_aft.JPG,leftover dataset/data_after/021/021_365_DSC_0364_aft.JPG,lefood-0377,within_category_cyclic,evaluation
lefood-0377,leftover dataset/data_after/021/021_365_DSC_0364_aft.JPG,leftover dataset/data_after/021/021_366_DSC_0400_aft.JPG,lefood-0378,within_category_cyclic,evaluation
lefood-0378,leftover dataset/data_after/021/021_366_DSC_0400_aft.JPG,leftover dataset/data_after/021/021_367_DSC_0367_aft.JPG,lefood-0379,within_category_cyclic,evaluation
lefood-0379,leftover dataset/data_after/021/021_367_DSC_0367_aft.JPG,leftover dataset/data_after/021/021_368_DSC_0380_aft.JPG,lefood-0380,within_category_cyclic,evaluation
lefood-0380,leftover dataset/data_after/021/021_368_DSC_0380_aft.JPG,leftover dataset/data_after/021/021_350_DSC_0991_aft.JPG,lefood-0368,within_category_cyclic,evaluation
lefood-0435,leftover dataset/data_after/026/026_393_DSC_0229_aft.JPG,leftover dataset/data_after/026/026_394_DSC_0236_aft.JPG,lefood-0436,within_category_cyclic,evaluation
lefood-0436,leftover dataset/data_after/026/026_394_DSC_0236_aft.JPG,leftover dataset/data_after/026/026_395_DSC_0242_aft.JPG,lefood-0437,within_category_cyclic,evaluation
lefood-0437,leftover dataset/data_after/026/026_395_DSC_0242_aft.JPG,leftover dataset/data_after/026/026_396_DSC_0253_aft.JPG,lefood-0438,within_category_cyclic,evaluation
lefood-0438,leftover dataset/data_after/026/026_396_DSC_0253_aft.JPG,leftover dataset/data_after/026/026_397_DSC_0225_aft.JPG,lefood-0439,within_category_cyclic,evaluation
lefood-0439,leftover dataset/data_after/026/026_397_DSC_0225_aft.JPG,leftover dataset/data_after/026/026_398_DSC_0234_aft.JPG,lefood-0440,within_category_cyclic,evaluation
